Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00    421.15     0.00      301     0.00     0.00  .__esmf_clockmod_NMOD_esmf_clockgettimestep
  0.00    421.15     0.00      301     0.00     0.00  .__module_domain_NMOD_domain_get_time_step
  0.00    421.15     0.00      300     0.00     0.00  .*__module_bc_em_NMOD_rk_phys_bc_dry_2_stub_in_solve_em
  0.00    421.15     0.00      300     0.00     0.00  .__module_bc_em_NMOD_rk_phys_bc_dry_2
  0.00    421.15     0.00      300     0.00     0.00  .__module_comm_dm_NMOD_halo_em_moist_e_5_sub
  0.00    421.15     0.00      300     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_chem2_sub
  0.00    421.15     0.00      300     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_d_sub
  0.00    421.15     0.00      300     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_moist2_sub
  0.00    421.15     0.00      300     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_scalar2_sub
  0.00    421.15     0.00      300     0.00     0.00  .__module_domain_NMOD_get_ijk_from_subgrid
  0.00    421.15     0.00      300     0.00     0.00  .__module_machine_NMOD_region_bounds
  0.00    421.15     0.00      277     0.00     0.00  .dist_on_comm0
  0.00    421.15     0.00      277     0.00     0.00  .dst_on_comm
  0.00    421.15     0.00      277     0.00     0.00  .wrf_global_to_patch_generic
  0.00    421.15     0.00      271     0.00     0.00  .wrf_global_to_patch_real
  0.00    421.15     0.00      200     0.00     0.00  .*rsl_lite_pack_stub_in___module_comm_dm_NMOD_halo_em_init_4_sub
  0.00    421.15     0.00      182     0.00     0.00  .wrf_check_error
  0.00    421.15     0.00      166     0.00     0.00  .__esmf_stubs_NMOD_esmf_isinitialized
  0.00    421.15     0.00      166     0.00     0.00  .__esmf_timemod_NMOD_esmf_timeset
  0.00    421.15     0.00      166     0.00     0.00  .timeaddmonths
  0.00    421.15     0.00      159     0.00     0.00  .__esmf_timemod_NMOD_esmfold_timegetstring
  0.00    421.15     0.00      159     0.00     0.00  .nl_get_simulation_start_day
  0.00    421.15     0.00      159     0.00     0.00  .nl_get_simulation_start_hour
  0.00    421.15     0.00      159     0.00     0.00  .nl_get_simulation_start_minute
  0.00    421.15     0.00      159     0.00     0.00  .nl_get_simulation_start_month
  0.00    421.15     0.00      159     0.00     0.00  .nl_get_simulation_start_second
  0.00    421.15     0.00      159     0.00     0.00  .nl_get_simulation_start_year
  0.00    421.15     0.00      159     0.00     0.00  .timegetdayofmonth
  0.00    421.15     0.00      159     0.00     0.00  .wrf_timetoa
  0.00    421.15     0.00      155     0.00     0.00  .__module_domain_NMOD_domain_get_sim_start_time
  0.00    421.15     0.00      155     0.00     0.00  .nl_get_iswater
  0.00    421.15     0.00      155     0.00     0.00  .nl_get_mminlu
  0.00    421.15     0.00      153     0.00     0.00  .__module_configure_NMOD_model_to_grid_config_rec
  0.00    421.15     0.00      152     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_moist_sub
  0.00    421.15     0.00      152     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_scalar_sub
  0.00    421.15     0.00      152     0.00     0.00  .__module_domain_NMOD_domain_get_time_since_sim_start
  0.00    421.15     0.00      152     0.00     0.00  .nl_get_max_dom
  0.00    421.15     0.00      151     0.00     0.00  .__esmf_clockmod_NMOD_esmf_clockgetstoptime
  0.00    421.15     0.00      151     0.00     0.00  .__esmf_timemod_NMOD_esmf_timegetdayofyearinteger
  0.00    421.15     0.00      151     0.00     0.00  .__module_domain_NMOD_domain_clockisstopsubtime
  0.00    421.15     0.00      151     0.00     0.00  .__module_domain_NMOD_domain_get_stop_time
  0.00    421.15     0.00      151     0.00     0.00  .__module_domain_NMOD_get_ijk_from_grid1
  0.00    421.15     0.00      151     0.00     0.00  .dfi_accumulate
  0.00    421.15     0.00      151     0.00     0.00  .nl_get_isurban
  0.00    421.15     0.00      150     0.00     0.00  .*__module_bc_NMOD_set_physical_bc2d_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2
  0.00    421.15     0.00      150     0.00     0.01  .*__module_bc_em_NMOD_relax_bdy_dry_stub_in_solve_em
  0.00    421.15     0.00      150     0.00     0.00  .*__module_bc_em_NMOD_relax_bdy_scalar_stub_in_solve_em
  0.00    421.15     0.00      150     0.00     0.00  .*__module_bc_em_NMOD_set_phys_bc_dry_2_stub_in_solve_em
  0.00    421.15     0.00      150     0.00     0.00  .*__module_big_step_utilities_em_NMOD_moist_physics_finish_em_stub_in_solve_em
  0.00    421.15     0.00      150     0.00     0.01  .*__module_big_step_utilities_em_NMOD_moist_physics_prep_em_stub_in_solve_em
  0.00    421.15     0.00      150     0.00     0.05  .*__module_big_step_utilities_em_NMOD_phy_prep_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1
  0.00    421.15     0.00      150     0.00     0.02  .*__module_cumulus_driver_NMOD_cumulus_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1
  0.00    421.15     0.00      150     0.00     0.00  .*__module_diagnostics_NMOD_diagnostic_output_calc_stub_in_solve_em
  0.00    421.15     0.00      150     0.00     0.08  .*__module_diffusion_em_NMOD_cal_deform_and_div_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2
  0.00    421.15     0.00      150     0.00     0.02  .*__module_diffusion_em_NMOD_compute_diff_metrics_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2
  0.00    421.15     0.00      150     0.00     0.00  .*__module_diffusion_em_NMOD_phy_bc_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2
  0.00    421.15     0.00      150     0.00     0.02  .*__module_em_NMOD_calculate_phy_tend_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2
  0.00    421.15     0.00      150     0.00     0.00  .*__module_force_scm_NMOD_force_scm_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1
  0.00    421.15     0.00      150     0.00     0.10  .*__module_pbl_driver_NMOD_pbl_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1
  0.00    421.15     0.00      150     0.00     0.00  .*__module_physics_addtendc_NMOD_advance_ppt_stub_in_solve_em
  0.00    421.15     0.00      150     0.00     0.03  .*__module_physics_addtendc_NMOD_update_phy_ten_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2
  0.00    421.15     0.00      150     0.00     0.00  .*__module_radiation_driver_NMOD_pre_radiation_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1
  0.00    421.15     0.00      150     0.00     0.06  .*__module_radiation_driver_NMOD_radiation_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1
  0.00    421.15     0.00      150     0.00     2.69  .*solve_em_stub_in_solve_interface
  0.00    421.15     0.00      150     0.00     0.00  .__esmf_clockmod_NMOD_esmf_clockadvance
  0.00    421.15     0.00      150     0.00     0.00  .__esmf_timemod_NMOD_esmf_timene
  0.00    421.15     0.00      150     0.00     0.00  .__module_bc_em_NMOD_set_phys_bc_dry_2
  0.00    421.15     0.00      150     0.00     0.00  .__module_bc_em_NMOD_spec_bdy_scalar
  0.00    421.15     0.00      150     0.00     0.00  .__module_bc_time_utilities_NMOD_lbc_read_time
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_chem_old_e_7_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_d3_5_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_e_5_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_fdda_sfc_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_moist_e_7_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_moist_old_e_7_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_phys_a_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_phys_diffusion_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_scalar_old_e_7_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_tke_7_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_tke_c_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_tke_d_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_halo_em_tke_e_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_a1_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_chem_old_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_d3_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_moist_old_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_phy_bc_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_comm_dm_NMOD_period_bdy_em_scalar_old_sub
  0.00    421.15     0.00      150     0.00     0.00  .__module_diagnostics_NMOD_diagnostic_output_calc
  0.00    421.15     0.00      150     0.00     0.04  .__module_diffusion_em_NMOD_calculate_km_kh
  0.00    421.15     0.00      150     0.00     0.00  .__module_diffusion_em_NMOD_phy_bc
  0.00    421.15     0.00      150     0.00     0.00  .__module_domain_NMOD_domain_clockadvance
  0.00    421.15     0.00      150     0.00     0.00  .__module_domain_NMOD_domain_time_test
  0.00    421.15     0.00      150     0.00     0.02  .__module_em_NMOD_init_zero_tendency
  0.00    421.15     0.00      150     0.00     0.00  .__module_fddagd_driver_NMOD_fddagd_driver
  0.00    421.15     0.00      150     0.00     0.26  .__module_first_rk_step_part1_NMOD_first_rk_step_part1
  0.00    421.15     0.00      150     0.00     0.18  .__module_first_rk_step_part2_NMOD_first_rk_step_part2
  0.00    421.15     0.00      150     0.00     0.00  .__module_force_scm_NMOD_force_scm
  0.00    421.15     0.00      150     0.00     0.19  .__module_microphysics_driver_NMOD_microphysics_driver
  0.00    421.15     0.00      150     0.00     0.00  .__module_nesting_NMOD_nests_to_open
  0.00    421.15     0.00      150     0.00     0.01  .__module_physics_addtendc_NMOD_phy_bl_ten
  0.00    421.15     0.00      150     0.00     0.01  .__module_physics_addtendc_NMOD_phy_cu_ten
  0.00    421.15     0.00      150     0.00     0.00  .__module_physics_addtendc_NMOD_phy_ra_ten
  0.00    421.15     0.00      150     0.00     0.03  .__module_physics_addtendc_NMOD_update_phy_ten
  0.00    421.15     0.00      150     0.00     0.00  .__module_radiation_driver_NMOD_pre_radiation_driver
  0.00    421.15     0.00      150     0.00     0.00  .__module_tiles_NMOD_set_tiles2
  0.00    421.15     0.00      150     0.00     0.00  .c_esmc_basetimene
  0.00    421.15     0.00      150     0.00     0.00  .calc_ts
  0.00    421.15     0.00      150     0.00     0.00  .med_after_solve_io
  0.00    421.15     0.00      150     0.00     0.00  .med_before_solve_io
  0.00    421.15     0.00      150     0.00     0.00  .med_calc_model_time
  0.00    421.15     0.00      150     0.00     0.00  .med_endup_step
  0.00    421.15     0.00      150     0.00     0.00  .med_latbound_in
  0.00    421.15     0.00      150     0.00     0.00  .med_setup_step
  0.00    421.15     0.00      150     0.00     0.00  .nl_get_self_test_domain
  0.00    421.15     0.00      150     0.00     0.00  .nl_set_restart
  0.00    421.15     0.00      150     0.00     0.00  .real_time
  0.00    421.15     0.00      150     0.00     2.69  .solve_interface
  0.00    421.15     0.00      120     0.00     0.00  .__module_io_NMOD_wrf_put_dom_ti_integer_arr
  0.00    421.15     0.00      112     0.00     0.00  .__module_io_NMOD_wrf_put_dom_ti_integer_sca
  0.00    421.15     0.00      100     0.00     0.00  .__ext_ncd_support_routines_NMOD_ncd_ok_to_get_dom_ti
  0.00    421.15     0.00       73     0.00     0.00  .__esmf_timeintervalmod_NMOD_esmf_timeintervalsum
  0.00    421.15     0.00       72     0.00     0.00  .*rsl_lite_pack_stub_in___module_comm_dm_NMOD_halo_em_init_3_sub
  0.00    421.15     0.00       64     0.00     0.00  .*rsl_lite_pack_stub_in___module_comm_dm_NMOD_halo_em_init_1_sub
  0.00    421.15     0.00       64     0.00     0.00  .*rsl_lite_pack_stub_in___module_comm_dm_NMOD_halo_em_init_2_sub
  0.00    421.15     0.00       56     0.00     0.00  .__module_io_NMOD_wrf_put_dom_ti_real_sca
  0.00    421.15     0.00       55     0.00     0.00  .__esmf_alarmmod_NMOD_esmf_alarmset
  0.00    421.15     0.00       54     0.00     0.00  .__esmf_clockmod_NMOD_esmf_clockaddalarm
  0.00    421.15     0.00       52     0.00     0.00  .wrf_dm_bcast_integer
  0.00    421.15     0.00       49     0.00     0.00  .__module_io_NMOD_wrf_get_dom_ti_real_sca
  0.00    421.15     0.00       46     0.00     0.00  .c_esmc_basetimeinteq
  0.00    421.15     0.00       44     0.00     0.00  .__module_io_NMOD_wrf_get_dom_ti_integer_sca
  0.00    421.15     0.00       44     0.00     0.00  .c_esmc_basetimeintne
  0.00    421.15     0.00       29     0.00     0.00  .__esmf_alarmmod_NMOD_esmf_alarmringeroff
  0.00    421.15     0.00       27     0.00     0.00  .__esmf_alarmclockmod_NMOD_esmf_alarmcreate
  0.00    421.15     0.00       27     0.00     0.00  .__module_domain_NMOD_domain_alarm_create
  0.00    421.15     0.00       27     0.00     0.00  .ext_ncd_intfieldio
  0.00    421.15     0.00       26     0.00     0.00  .__esmf_timeintervalmod_NMOD_esmf_timeintervalabsvalue
  0.00    421.15     0.00       24     0.00     0.00  .collect_int_and_call_pkg
  0.00    421.15     0.00       23     0.00     0.00  .__esmf_timeintervalmod_NMOD_esmf_timeintervaleq
  0.00    421.15     0.00       23     0.00     0.00  .wrf_dm_bcast_string
  0.00    421.15     0.00       22     0.00     0.00  .__esmf_timeintervalmod_NMOD_esmf_timeintervalne
  0.00    421.15     0.00       20     0.00     0.00  .__module_io_NMOD_wrf_put_dom_ti_char_arr
  0.00    421.15     0.00       20     0.00     0.00  .call_pkg_and_dist_int
  0.00    421.15     0.00       19     0.00     0.00  .*__module_bc_NMOD_set_physical_bc3d_stub_in_start_domain_em
  0.00    421.15     0.00       16     0.00     0.00  .wrf_patch_to_global_integer
  0.00    421.15     0.00       14     0.00     0.00  .*__module_bc_NMOD_set_physical_bc2d_stub_in_start_domain_em
  0.00    421.15     0.00       14     0.00     0.00  .wrf_message
  0.00    421.15     0.00       13     0.00     0.00  .__module_wrf_quilt_NMOD_sokay
  0.00    421.15     0.00       12     0.00     0.00  .*wrf_dm_bcast_real_stub_in_wrf_tsin
  0.00    421.15     0.00       12     0.00     0.00  .__module_io_NMOD_wrf_put_dom_ti_real_arr
  0.00    421.15     0.00       12     0.00     0.06  .__module_io_domain_NMOD_open_r_dataset
  0.00    421.15     0.00       12     0.00     0.00  .wrf_dm_bcast_real
  0.00    421.15     0.00       10     0.00     0.00  .__ext_ncd_support_routines_NMOD_getname
  0.00    421.15     0.00       10     0.00     0.00  .__module_io_NMOD_wrf_get_dom_td_char_arr
  0.00    421.15     0.00       10     0.00     0.00  .__module_io_NMOD_wrf_inquire_filename
  0.00    421.15     0.00       10     0.00     0.00  .ext_ncd_get_var_td_char
  0.00    421.15     0.00       10     0.00     0.00  .wrf_atotime
  0.00    421.15     0.00        8     0.00     0.19  .__module_mp_wsm5_NMOD_rgmma
  0.00    421.15     0.00        7     0.00     0.00  .__module_io_NMOD_wrf_get_dom_ti_char_arr
  0.00    421.15     0.00        7     0.00     0.00  .nl_get_io_form_history
  0.00    421.15     0.00        6     0.00     0.00  .__module_io_NMOD_wrf_get_next_time
  0.00    421.15     0.00        6     0.00     0.00  .__module_radiation_driver_NMOD_cal_cldfra
  0.00    421.15     0.00        6     0.00     0.00  .__module_radiation_driver_NMOD_radconst
  0.00    421.15     0.00        6     0.00     0.06  .input_wrf
  0.00    421.15     0.00        6     0.00     0.00  .nl_get_adjust_output_times
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_isice
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_islake
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_isoilwater
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_isurban
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_iswater
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_map_proj
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_mminlu
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_moad_cen_lat
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_pole_lat
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_pole_lon
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_stand_lon
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_truelat1
  0.00    421.15     0.00        6     0.00     0.00  .nl_set_truelat2
  0.00    421.15     0.00        6     0.00     0.00  .wrf_global_to_patch_integer
  0.00    421.15     0.00        6     0.00     0.00  .wrf_tsin
  0.00    421.15     0.00        5     0.00     0.06  .__module_io_domain_NMOD_input_boundary
  0.00    421.15     0.00        5     0.00     0.00  .maybe_remove_colons
  0.00    421.15     0.00        5     0.00     0.00  .nl_get_cen_lat
